"employee_id","directorate","role","grade","tgv_name","tv_name","baseline_score","user_score","tv_match_rate"
EMP100202,Commercial,HRBP,III,"Adaptability, Stress Tolerance, Social Orientation, Collaboration",Steadiness-Influencer,114.0,111,97.37
EMP100203,HR & Corp Affairs,Brand Executive,III,"Conscientiousness, Reliability, Leadership, Influence",Conscientious-Dominant,102.0,92,90.2
EMP100204,HR & Corp Affairs,HRBP,III,"Conscientiousness, Reliability, Social Orientation, Collaboration",Conscientious-Influencer,105.0,109,103.81
EMP100205,Commercial,Finance Officer,V,"Conscientiousness, Reliability, Adaptability, Stress Tolerance",Conscientious-Steadiness,116.0,139,119.83
EMP100206,HR & Corp Affairs,HRBP,V,"Social Orientation, Collaboration, Adaptability, Stress Tolerance",Influencer-Steadiness,106.0,115,108.49
EMP100207,Technology,Brand Executive,IV,"Leadership, Influence, Social Orientation, Collaboration",Dominant-Influencer,109.0,91,83.49
EMP100208,Technology,Brand Executive,IV,"Leadership, Influence, Social Orientation, Collaboration",Dominant-Influencer,109.0,89,81.65
EMP100209,HR & Corp Affairs,Supply Planner,III,"Social Orientation, Collaboration, Adaptability, Stress Tolerance",Influencer-Steadiness,106.0,126,118.87
EMP100210,Technology,HRBP,IV,"Social Orientation, Collaboration, Leadership, Influence",Influencer-Dominant,110.0,109,99.09
EMP100211,Technology,Brand Executive,III,"Leadership, Influence, Conscientiousness, Reliability",Dominant-Conscientious,105.0,135,128.57
EMP100212,Technology,Sales Supervisor,V,"Social Orientation, Collaboration, Leadership, Influence",Influencer-Dominant,110.0,92,83.64
EMP100213,HR & Corp Affairs,HRBP,V,"Leadership, Influence, Adaptability, Stress Tolerance",Dominant-Steadiness,107.0,94,87.85
EMP100214,HR & Corp Affairs,Sales Supervisor,V,"Conscientiousness, Reliability, Leadership, Influence",Conscientious-Dominant,102.0,109,106.86
EMP100215,Commercial,Brand Executive,III,"Conscientiousness, Reliability, Adaptability, Stress Tolerance",Conscientious-Steadiness,116.0,105,90.52
EMP100216,Commercial,Sales Supervisor,IV,"Leadership, Influence, Conscientiousness, Reliability",Dominant-Conscientious,105.0,111,105.71
EMP100217,Technology,Brand Executive,III,"Adaptability, Stress Tolerance, Conscientiousness, Reliability",Steadiness-Conscientious,110.0,109,99.09
EMP100218,HR & Corp Affairs,Data Analyst,IV,"Social Orientation, Collaboration, Leadership, Influence",Influencer-Dominant,110.0,95,86.36
EMP100219,HR & Corp Affairs,Sales Supervisor,IV,"Social Orientation, Collaboration, Leadership, Influence",Influencer-Dominant,110.0,106,96.36
EMP100220,Technology,Supply Planner,III,"Adaptability, Stress Tolerance, Social Orientation, Collaboration",Steadiness-Influencer,114.0,84,73.68
EMP100221,Technology,Data Analyst,III,"Adaptability, Stress Tolerance, Social Orientation, Collaboration",Steadiness-Influencer,114.0,119,104.39
EMP100222,HR & Corp Affairs,Brand Executive,IV,"Conscientiousness, Reliability, Leadership, Influence",Conscientious-Dominant,102.0,88,86.27
EMP100223,Technology,Data Analyst,V,"Social Orientation, Collaboration, Adaptability, Stress Tolerance",Influencer-Steadiness,106.0,96,90.57
EMP100224,Commercial,HRBP,V,"Conscientiousness, Reliability, Leadership, Influence",Conscientious-Dominant,102.0,114,111.76
EMP100225,Commercial,Supply Planner,V,"Adaptability, Stress Tolerance, Social Orientation, Collaboration",Steadiness-Influencer,114.0,123,107.89
EMP100226,Commercial,HRBP,III,"Conscientiousness, Reliability, Adaptability, Stress Tolerance",Conscientious-Steadiness,116.0,124,106.9
EMP100227,Technology,Brand Executive,IV,"Leadership, Influence, Adaptability, Stress Tolerance",Dominant-Steadiness,107.0,102,95.33
EMP100228,Commercial,Data Analyst,IV,"Social Orientation, Collaboration, Leadership, Influence",Influencer-Dominant,110.0,116,105.45
EMP100229,Technology,Supply Planner,V,"Conscientiousness, Reliability, Social Orientation, Collaboration",Conscientious-Influencer,105.0,103,98.1
EMP100230,Technology,Brand Executive,IV,"Social Orientation, Collaboration, Conscientiousness, Reliability",Influencer-Conscientious,104.0,90,86.54
EMP100231,Commercial,Brand Executive,IV,"Adaptability, Stress Tolerance, Social Orientation, Collaboration",Steadiness-Influencer,114.0,139,121.93
EMP100232,Technology,Brand Executive,V,"Social Orientation, Collaboration, Conscientiousness, Reliability",Influencer-Conscientious,104.0,109,104.81
EMP100233,Technology,Supply Planner,IV,"Social Orientation, Collaboration, Conscientiousness, Reliability",Influencer-Conscientious,104.0,125,120.19
EMP100234,Technology,Supply Planner,IV,"Social Orientation, Collaboration, Conscientiousness, Reliability",Influencer-Conscientious,104.0,117,112.5
EMP100235,Commercial,Supply Planner,IV,"Conscientiousness, Reliability, Social Orientation, Collaboration",Conscientious-Influencer,105.0,88,83.81
EMP100236,Technology,HRBP,III,"Social Orientation, Collaboration, Adaptability, Stress Tolerance",Influencer-Steadiness,106.0,116,109.43
EMP100237,Technology,Data Analyst,V,"Conscientiousness, Reliability, Adaptability, Stress Tolerance",Conscientious-Steadiness,116.0,140,120.69
EMP100238,Commercial,Brand Executive,III,"Leadership, Influence, Social Orientation, Collaboration",Dominant-Influencer,109.0,109,100.0
EMP100239,Commercial,Brand Executive,IV,"Conscientiousness, Reliability, Adaptability, Stress Tolerance",Conscientious-Steadiness,116.0,109,93.97
EMP100240,Technology,Brand Executive,III,"Adaptability, Stress Tolerance, Social Orientation, Collaboration",Steadiness-Influencer,114.0,84,73.68
EMP100241,Commercial,Supply Planner,IV,"Conscientiousness, Reliability, Adaptability, Stress Tolerance",Conscientious-Steadiness,116.0,109,93.97
EMP100242,HR & Corp Affairs,Data Analyst,IV,"Conscientiousness, Reliability, Adaptability, Stress Tolerance",Conscientious-Steadiness,116.0,93,80.17
EMP100243,HR & Corp Affairs,Data Analyst,III,"Adaptability, Stress Tolerance, Social Orientation, Collaboration",Steadiness-Influencer,114.0,116,101.75
EMP100244,Commercial,Finance Officer,IV,"Leadership, Influence, Conscientiousness, Reliability",Dominant-Conscientious,105.0,128,121.9
EMP100245,HR & Corp Affairs,Finance Officer,IV,"Adaptability, Stress Tolerance, Leadership, Influence",Steadiness-Dominant,108.0,109,100.93
EMP100246,Technology,Finance Officer,III,"Conscientiousness, Reliability, Adaptability, Stress Tolerance",Conscientious-Steadiness,116.0,82,70.69
EMP100247,Technology,Brand Executive,V,"Social Orientation, Collaboration, Conscientiousness, Reliability",Influencer-Conscientious,104.0,85,81.73
EMP100248,HR & Corp Affairs,Brand Executive,IV,"Adaptability, Stress Tolerance, Social Orientation, Collaboration",Steadiness-Influencer,114.0,102,89.47
EMP100249,Technology,Data Analyst,III,"Adaptability, Stress Tolerance, Social Orientation, Collaboration",Steadiness-Influencer,114.0,86,75.44
EMP100250,Commercial,Brand Executive,V,"Leadership, Influence, Social Orientation, Collaboration",Dominant-Influencer,109.0,89,81.65
EMP100251,Technology,Finance Officer,IV,"Adaptability, Stress Tolerance, Conscientiousness, Reliability",Steadiness-Conscientious,110.0,121,110.0
EMP100252,Technology,Supply Planner,III,"Adaptability, Stress Tolerance, Leadership, Influence",Steadiness-Dominant,108.0,105,97.22
EMP100253,HR & Corp Affairs,Data Analyst,IV,"Social Orientation, Collaboration, Conscientiousness, Reliability",Influencer-Conscientious,104.0,91,87.5
EMP100254,Technology,Brand Executive,III,"Social Orientation, Collaboration, Leadership, Influence",Influencer-Dominant,110.0,84,76.36
EMP100255,HR & Corp Affairs,Data Analyst,IV,"Adaptability, Stress Tolerance, Leadership, Influence",Steadiness-Dominant,108.0,121,112.04
EMP100256,Commercial,Data Analyst,IV,"Conscientiousness, Reliability, Leadership, Influence",Conscientious-Dominant,102.0,80,78.43
EMP100257,HR & Corp Affairs,Finance Officer,V,"Adaptability, Stress Tolerance, Conscientiousness, Reliability",Steadiness-Conscientious,110.0,109,99.09
EMP100258,Commercial,HRBP,III,"Leadership, Influence, Adaptability, Stress Tolerance",Dominant-Steadiness,107.0,121,113.08
EMP100259,Technology,Supply Planner,V,"Conscientiousness, Reliability, Social Orientation, Collaboration",Conscientious-Influencer,105.0,88,83.81
EMP100260,HR & Corp Affairs,Data Analyst,IV,"Social Orientation, Collaboration, Leadership, Influence",Influencer-Dominant,110.0,87,79.09
EMP100261,Technology,Brand Executive,III,"Social Orientation, Collaboration, Adaptability, Stress Tolerance",Influencer-Steadiness,106.0,138,130.19
EMP100262,Commercial,HRBP,IV,"Leadership, Influence, Adaptability, Stress Tolerance",Dominant-Steadiness,107.0,136,127.1
EMP100263,Commercial,Brand Executive,IV,"Leadership, Influence, Adaptability, Stress Tolerance",Dominant-Steadiness,107.0,123,114.95
EMP100264,Technology,Brand Executive,IV,"Adaptability, Stress Tolerance, Leadership, Influence",Steadiness-Dominant,108.0,91,84.26
EMP100265,Technology,Finance Officer,III,"Social Orientation, Collaboration, Adaptability, Stress Tolerance",Influencer-Steadiness,106.0,91,85.85
EMP100266,Commercial,Supply Planner,V,"Adaptability, Stress Tolerance, Social Orientation, Collaboration",Steadiness-Influencer,114.0,98,85.96
EMP100267,Commercial,HRBP,IV,"Conscientiousness, Reliability, Leadership, Influence",Conscientious-Dominant,102.0,109,106.86
EMP100268,Commercial,Sales Supervisor,III,"Leadership, Influence, Conscientiousness, Reliability",Dominant-Conscientious,105.0,94,89.52
EMP100269,HR & Corp Affairs,Brand Executive,IV,"Conscientiousness, Reliability, Adaptability, Stress Tolerance",Conscientious-Steadiness,116.0,84,72.41
EMP100270,Commercial,Sales Supervisor,IV,"Leadership, Influence, Adaptability, Stress Tolerance",Dominant-Steadiness,107.0,85,79.44
EMP100271,Commercial,HRBP,IV,"Social Orientation, Collaboration, Conscientiousness, Reliability",Influencer-Conscientious,104.0,92,88.46
EMP100272,Commercial,Supply Planner,V,"Conscientiousness, Reliability, Adaptability, Stress Tolerance",Conscientious-Steadiness,116.0,109,93.97
EMP100273,HR & Corp Affairs,Brand Executive,IV,"Social Orientation, Collaboration, Conscientiousness, Reliability",Influencer-Conscientious,104.0,109,104.81
EMP100274,Technology,Supply Planner,IV,"Leadership, Influence, Adaptability, Stress Tolerance",Dominant-Steadiness,107.0,94,87.85
EMP100275,Commercial,Sales Supervisor,IV,"Conscientiousness, Reliability, Social Orientation, Collaboration",Conscientious-Influencer,105.0,125,119.05
EMP100276,Commercial,Data Analyst,III,"Adaptability, Stress Tolerance, Social Orientation, Collaboration",Steadiness-Influencer,114.0,109,95.61
EMP100277,Technology,Brand Executive,III,"Conscientiousness, Reliability, Leadership, Influence",Conscientious-Dominant,102.0,119,116.67
EMP100278,Technology,Data Analyst,III,"Conscientiousness, Reliability, Leadership, Influence",Conscientious-Dominant,102.0,109,106.86
EMP100279,Commercial,Brand Executive,III,"Adaptability, Stress Tolerance, Social Orientation, Collaboration",Steadiness-Influencer,114.0,106,92.98
EMP100280,Technology,HRBP,V,"Leadership, Influence, Conscientiousness, Reliability",Dominant-Conscientious,105.0,119,113.33
EMP100281,Technology,Sales Supervisor,IV,"Conscientiousness, Reliability, Leadership, Influence",Conscientious-Dominant,102.0,93,91.18
EMP100282,HR & Corp Affairs,HRBP,V,"Adaptability, Stress Tolerance, Conscientiousness, Reliability",Steadiness-Conscientious,110.0,126,114.55
EMP100283,Commercial,Sales Supervisor,III,"Conscientiousness, Reliability, Adaptability, Stress Tolerance",Conscientious-Steadiness,116.0,139,119.83
EMP100284,Technology,Brand Executive,IV,"Social Orientation, Collaboration, Conscientiousness, Reliability",Influencer-Conscientious,104.0,98,94.23
EMP100285,Technology,HRBP,IV,"Conscientiousness, Reliability, Social Orientation, Collaboration",Conscientious-Influencer,105.0,140,133.33
EMP100286,Technology,Finance Officer,V,"Social Orientation, Collaboration, Adaptability, Stress Tolerance",Influencer-Steadiness,106.0,96,90.57
EMP100287,Technology,Data Analyst,III,"Leadership, Influence, Social Orientation, Collaboration",Dominant-Influencer,109.0,104,95.41
EMP100288,HR & Corp Affairs,Sales Supervisor,IV,"Social Orientation, Collaboration, Leadership, Influence",Influencer-Dominant,110.0,82,74.55
EMP100289,Commercial,Brand Executive,IV,"Adaptability, Stress Tolerance, Social Orientation, Collaboration",Steadiness-Influencer,114.0,88,77.19
EMP100290,HR & Corp Affairs,Brand Executive,IV,"Leadership, Influence, Social Orientation, Collaboration",Dominant-Influencer,109.0,85,77.98
EMP100291,Commercial,Brand Executive,III,"Conscientiousness, Reliability, Leadership, Influence",Conscientious-Dominant,102.0,123,120.59
EMP100292,Technology,HRBP,IV,"Conscientiousness, Reliability, Adaptability, Stress Tolerance",Conscientious-Steadiness,116.0,92,79.31
EMP100293,Technology,Sales Supervisor,IV,"Leadership, Influence, Social Orientation, Collaboration",Dominant-Influencer,109.0,82,75.23
EMP100294,Commercial,Sales Supervisor,V,"Conscientiousness, Reliability, Social Orientation, Collaboration",Conscientious-Influencer,105.0,124,118.1
EMP100295,Technology,Sales Supervisor,III,"Conscientiousness, Reliability, Adaptability, Stress Tolerance",Conscientious-Steadiness,116.0,102,87.93
EMP100296,Technology,Finance Officer,IV,"Social Orientation, Collaboration, Leadership, Influence",Influencer-Dominant,110.0,84,76.36
EMP100297,HR & Corp Affairs,Supply Planner,V,"Leadership, Influence, Adaptability, Stress Tolerance",Dominant-Steadiness,107.0,135,126.17
EMP100298,Technology,Sales Supervisor,IV,"Adaptability, Stress Tolerance, Conscientiousness, Reliability",Steadiness-Conscientious,110.0,81,73.64
EMP100299,Technology,Finance Officer,V,"Social Orientation, Collaboration, Conscientiousness, Reliability",Influencer-Conscientious,104.0,125,120.19
EMP100300,Technology,Supply Planner,IV,"Leadership, Influence, Adaptability, Stress Tolerance",Dominant-Steadiness,107.0,126,117.76
EMP100301,Technology,HRBP,IV,"Adaptability, Stress Tolerance, Social Orientation, Collaboration",Steadiness-Influencer,114.0,123,107.89
EMP100302,HR & Corp Affairs,Supply Planner,V,"Social Orientation, Collaboration, Conscientiousness, Reliability",Influencer-Conscientious,104.0,130,125.0
EMP100303,Technology,Supply Planner,V,"Leadership, Influence, Conscientiousness, Reliability",Dominant-Conscientious,105.0,94,89.52
EMP100304,HR & Corp Affairs,Finance Officer,IV,"Conscientiousness, Reliability, Social Orientation, Collaboration",Conscientious-Influencer,105.0,109,103.81
EMP100305,HR & Corp Affairs,Sales Supervisor,III,"Conscientiousness, Reliability, Social Orientation, Collaboration",Conscientious-Influencer,105.0,113,107.62
EMP100306,HR & Corp Affairs,Data Analyst,III,"Leadership, Influence, Social Orientation, Collaboration",Dominant-Influencer,109.0,109,100.0
EMP100307,Technology,HRBP,IV,"Adaptability, Stress Tolerance, Conscientiousness, Reliability",Steadiness-Conscientious,110.0,109,99.09
EMP100308,Technology,Finance Officer,V,"Leadership, Influence, Social Orientation, Collaboration",Dominant-Influencer,109.0,105,96.33
EMP100309,Technology,Data Analyst,V,"Adaptability, Stress Tolerance, Conscientiousness, Reliability",Steadiness-Conscientious,110.0,120,109.09
EMP100310,Commercial,HRBP,V,"Adaptability, Stress Tolerance, Social Orientation, Collaboration",Steadiness-Influencer,114.0,91,79.82
EMP100311,HR & Corp Affairs,Supply Planner,V,"Social Orientation, Collaboration, Adaptability, Stress Tolerance",Influencer-Steadiness,106.0,102,96.23
EMP100312,HR & Corp Affairs,Supply Planner,IV,"Social Orientation, Collaboration, Leadership, Influence",Influencer-Dominant,110.0,109,99.09
EMP100313,Technology,Data Analyst,III,"Social Orientation, Collaboration, Leadership, Influence",Influencer-Dominant,110.0,105,95.45
EMP100314,Technology,Data Analyst,III,"Adaptability, Stress Tolerance, Conscientiousness, Reliability",Steadiness-Conscientious,110.0,116,105.45
EMP100315,Technology,Data Analyst,III,"Conscientiousness, Reliability, Adaptability, Stress Tolerance",Conscientious-Steadiness,116.0,99,85.34
EMP100316,Technology,Supply Planner,III,"Leadership, Influence, Conscientiousness, Reliability",Dominant-Conscientious,105.0,82,78.1
